ID,Sex,Cohort,Treatcode,Treatment,Cap_Year,Date,Recap,MOC,Area,Burrow_no,Old or new?,Wt (g),MCL_mm,Stage,Dead,Comments
434,I,,Non,natural,2007,23-Jul-07,N,trap,G,G19,,238,110,J,,AGE ESTIMATED BY BRADLEY WAFFA AND TERRY NORTON; SCALES ON DORSAL SIDE OF HEAD DISCOLORED - SCARRING?
434,I,,Non,natural,2008,10-Jun-08,YES,trap,G,G28,,292,121,J,,"Annuli measured for growth rate.  Appears healthy.  PCV=25%, TS=2.5"
434,I,,Non,natural,2009,30-Sep-09,YES,trap,G,G19,,682,158,S,,"WPT 56 IN TRACEY'S GPS - WGS 84, NAD83, ZONE 17R: 3504532, 0486596; REFILED NOTCHES"
434,I,,Non,natural,2010,30-Jul-10,yes,trap,G,G19,NEW,780,165,S,,"integument--flaky skin in pectoral region and head; mild scale war on front left leg.carapace--mild keratin wear. Plastron-- mild keratin wear. Cloaca--feces present; NO PIT TAG READING AT CAPTURE, PIT INJECTED TODAY; AGE ESTIMATED BY SUMMER INTERN (JORDAN)"
435,I,,Non,natural,2007,26-Jul-07,,trap,G,G12,,1380,211,S,,
435,I,,Non,natural,2009,1-Oct-09,YES,bucket,G,G46, ,2102,238,A,,FOREARMS SEEM THIN; SUBADULT; NO PIT TAG
436,I,,Non,natural,2007,27-Jul-07,,trap,E,E,,197,108,J,,N: 31DEG 40.823'; E: 81DEG 08.334'; AGE ESTIMATED BY BRADLEY WAFFA AND TERRY NORTON; 
436,I,,Non,natural,2010,12-Sep-10,yes,trap,E,E65,,745,170,S,,carapace--discoloration on 4th and 5th vertebral. Nares and integument--skin in inguinal region and around nostrils seems pink. Musculoskeletal--perhaps a little thin. Freshened marks; WILD-HATCHED
436,I,,Non,natural,2012,17-Jun-12,yes,trap,E,E65,,1173,200,S,,"Transmitter attached: frequency 165.386, transmitter # 175791, iButton attached 21 June 2012. With transmitter is 1.164 kg. discoloration on nails, carapace and plastron have mild keratin flaking and discoloration. Removed thorn from neck."
436,I,,Non,natural,2012,22-Sep-12,yes,trap,E,E65,,1408,,S,,"Cattracker # 6 (start logging 1 Oct 2012). iButton downloaded and reprogrammed (start logging 15 Oct 2012, every 120 min). Released on 30 Sept 2012 @16:30."
436,I,,Non,natural,2013,april 8 2013,yes,trap,E,E65,,1472,210,S,,Discoloration on 4th vertebral and 4th right costal. Flaky discolored areas of plastron. Released April 10. Removed GPS unit. Chnaged transmitter to 174316 freq 165.406 (best at .405). Downloaded iButton (failed) iButton rplaced with 990000002E07F21
510,I,2006,headstart,headstart,2007,23-Mar-07,YES,release,E,,,69,64,H,,"2006 HATCHLING REARED IN LAB, RELEASED 2007 IN E AREA; CLUTCH 3; clutch ID not confirmed; carapace marked 3-2 but is confusion about clutch; SHOULD BE FROM CLUTCH 3 OR 4; CONFIRM WITH GENETICS"
511,I,2006,headstart,headstart,2007,23-Mar-07,YES,release,E,,,117,79,J,,"2006 HATCHLING REARED IN LAB, RELEASED 2007 IN E AREA; CLUTCH 3;  clutch ID not confirmed; carapace marked 3-3 but is confusion about clutch; may from same clutch as 520; SHOULD BE FROM CLUTCH 3 OR 4; CONFIRM WITH GENETICS"
512,I,2006,headstart,headstart,2007,23-Mar-07,YES,release,E,,,103,76,J,,"2006 HATCHLING REARED IN LAB, RELEASED 2007 IN E AREA; CLUTCH 3;  clutch ID not confirmed; carapace marked 3-4 but is confusion about clutch; SHOULD BE FROM CLUTCH 3 OR 4; CONFIRM WITH GENETICS"
520,I,2006,headstart,headstart,2007,23-Mar-07,YES,release,E,,,61,62,H,,"2006 HATCHLING REARED IN LAB, RELEASED 2007 IN E AREA; CLUTCH 3; clutch ID not confirmed; carapace marked 3-1 but is confusion about clutch; may from same clutch as 520; SHOULD BE FROM CLUTCH 3 OR 4; CONFIRM WITH GENETICS"
521,I,2006,headstart,headstart,2007,23-Mar-07,YES,release,E,,,98,74,J,,"2006 HATCHLING REARED IN LAB, RELEASED 2007 IN E AREA; CLUTCH 3;  clutch ID not confirmed; carapace marked 3-5 but is confusion about clutch; SHOULD BE FROM CLUTCH 3 OR 4; CONFIRM WITH GENETICS"
522,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,40,53,H,,"2007 Hatchling, incubated and released.  From burrow A96, clutch ID 2-2."
522,I,2007,Non,direct_release,2010,29-Jun-10,yes,hand,,,,160,91,J,,CAPTURED ON NORTH BEACH ROAD
526,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,38,52,H,,"2007 Hatchling, incubated and released.  From burrow A88, clutch ID 6-4."
527,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,40,52,H,,"2007 Hatchling, incubated and released.  From female 129, clutch ID 16-3."
527,I,2007,Non,direct_release,2012,21-May-12,yes,trap,C,C95,,547,151,S,,"Transmitter attached: frequency 165.041, transmitter # 174311, iButton attached 22 May 2012 (470000002C493021).Right side 3rd vertebral and costal scutes have old scare."
527,I,2007,Non,direct_release,2012,22-Sep-12,yes,trap,C,C95,,723,,S,,"New transmitter #177837, new freq. 166.743. iButton downloaded and reprogrammed (start logging 15 Oct 2012, every 120 min). Released 1 Oct 2012 @ 16:00."
527,I,2007,Non,direct_release,2013,1-Apr-13,yes,trap,C,C95,,718,165,S,,Replaced iButton F10000002E32D721
528,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,34,50,H,,"2007 Hatchling, incubated and released.  From female 129, clutch ID 16-4."
529,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,34,50,H,,"2007 Hatchling, incubated and released.  Female from Ft Stewart, clutch ID 19-4."
530,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,32,49,H,,"2007 Hatchling, incubated and released.  Female from Ft Stewart, clutch ID 19-3."
531,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,40,53,H,,"2007 Hatchling, incubated and released.  From A96, clutch ID 2-1."
532,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,36,52,H,,"2007 Hatchling, incubated and released.  From female 159, clutch ID 4-2."
533,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,32,51,H,,"2007 Hatchling, incubated and released.  From burrow A102, clutch ID 12-4."
536,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,38,53,H,,"2007 Hatchling, incubated and released.  From female 159, clutch ID 4-1."
537,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,36,52,H,,"2007 Hatchling, incubated and released.  From burrow A102, clutch ID 12-3."
538,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,38,50,H,,"2007 Hatchling, incubated and released.  From burrow A88, clutch ID 6-6."
539,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,34,50,H,,"2007 Hatchling, incubated and released.  Female from Ft Stewart, clutch ID 19-2."
540,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,36,52,H,,"2007 Hatchling, incubated and released.  From burrow A102, clutch ID 12-6."
541,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,36,50,H,,"2007 Hatchling, incubated and released.  From burrow A102, clutch ID 12-5."
542,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,30,47,H,,"2007 Hatchling, incubated and released.  Female from Ft Stewart, clutch ID 19-5."
543,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,38,51,H,,"2007 Hatchling, incubated and released.  From burrow A88, clutch ID 6-5."
543,I,2007,Non,direct_release,2008,30-Jul-08,YES,trap,A,Near A75 , ,44,61,H,,"seems healthy, annuli measured."
546,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,34,50,H,,"2007 Hatchling, incubated and released. From burrow A33, clutch ID 13-3."
547,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,34,49,H,,"2007 Hatchling, incubated and released.  From burrow A88, clutch ID 6-3."
548,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,30,49,H,,"2007 Hatchling, incubated and released.  From burrow A33, clutch ID 13-2."
549,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,30,47,H,,"2007 Hatchling, incubated and released.  From burrow C?, clutch ID 10-2."
550,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,30,50,H,,"2007 Hatchling, incubated and released.  Female from Ft Stewart, clutch ID 19-1; EXTRA SMALL SCUTES ON BOTH SIDES OF ANAL SCUTE"
551,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,22,43,H,,"2007 Hatchling, incubated and released.  From burrow A68, clutch ID 14-2."
552,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,38,53,H,,"2007 Hatchling, incubated and released.  From burrow A88, clutch ID 6-7."
553,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,30,48,H,,"2007 Hatchling, incubated and released.  From burrow C?, clutch ID 10-4."
556,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,38,50,H,,"2007 Hatchling, incubated and released.  From female 129, clutch ID 16-2."
557,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,34,49,H,,"2007 Hatchling, incubated and released.  From Lefty, clutch ID 18-1; ANTERIOR CARAPACE SLIGHTLY MISHAPEN"
558,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,24,45,H,,"2007 Hatchling, incubated and released.  From burrow C?, clutch ID 10-5."
559,I,2007,Non,direct_release,2007,1-Sep-07,NO,release,,,,34,51,H,,"2007 Hatchling, incubated and released.  From burrow A33, clutch ID 13-1."
559,I,2007,Non,direct_release,2010,14-Sep-10,yes,trap,A,A130,,408,130,S,,based on paint on carapace from clutch ID 13-1 or 18-1. freshened notches.
700,I,2007,Non,direct_release,2007,3-Oct-07,NO,release,,,,33,50,H,,"2007 Hatchling, incubated and released.  From female 414, clutch ID 15-5."
701,I,2007,Non,direct_release,2007,3-Oct-07,NO,release,,,,44,55,H,,"2007 Hatchling, incubated and released.  From burrow A122, clutch ID 3-5."
701,I,2007,Non,direct_release,2012,23-May-12,yes,trap,C,C97,,651,157,S,,"Right forearm has some discoloration on scales and nails. A lot of keratin wear on plastron, possibly fungal. Photos labeled correctly,b ut tortoise labeledmistakenly  in photo as 801. "
702,I,2007,Non,direct_release,2007,3-Oct-07,NO,release,,,,45,55,H,,"2007 Hatchling, incubated and released.  From burrow A122, clutch ID 3-5.  10 MARGINALS L & R, 100's MARKED FROM REAR"
702,I,2007,Non,direct_release,2008,11-Jul-08,YES,shell,A,near A99,NA,0,,D,,FOUND DEAD NEAR RELEASE SITE (NEAR A99); MAKE HARDCOPY DATA SHEET
703,I,2007,Non,direct_release,2007,3-Oct-07,NO,release,,,,45,57,H,,"2007 Hatchling, incubated and released.  From burrow A81, clutch ID 8-10;"
706,I,2007,Non,direct_release,2007,3-Oct-07,NO,release,,,,43,56,H,,"2007 Hatchling, incubated and released.  From burrow A97, clutch ID 9-3."
707,I,2007,Non,direct_release,2007,3-Oct-07,NO,release,,,,20,43,H,,"2007 Hatchling, incubated and released.  From female 168, clutch ID 17-2."
708,I,2007,Non,direct_release,2007,3-Oct-07,NO,release,,,,35,51,H,,"2007 Hatchling, incubated and released.  From burrow A122, clutch ID 3-9; HAS 10 MARG L & R"
709,I,2007,Non,direct_release,2007,3-Oct-07,NO,release,,,,46,58,H,,"2007 Hatchling, incubated and released.  From burrow A81, clutch ID 8-4."
710,I,2007,Non,direct_release,2007,3-Oct-07,NO,release,,,,42,55,H,,"2007 Hatchling, incubated and released.  From burrow A122, clutch ID 3-12."
711,I,2007,Non,direct_release,2007,3-Oct-07,NO,release,,,,33,50,H,,"2007 Hatchling, incubated and released.  From female 414, clutch ID 15-6."
712,I,2007,Non,direct_release,2007,3-Oct-07,NO,release,,,,47,57,H,,"2007 Hatchling, incubated and released.  From burrow A81, clutch ID 8-1."
713,I,2007,Non,direct_release,2007,3-Oct-07,NO,release,,,,44,56,H,,"2007 Hatchling, incubated and released.  From burrow A81, clutch ID 8-5."
713,I,2007,Non,direct_release,2008,31-Jul-08,YES,hand,A,A75/J-7,,72,73,J,,seems healthy!
716,I,2007,Non,direct_release,2007,3-Oct-07,NO,release,,,,40,54,H,,"2007 Hatchling, incubated and released.  From burrow A81, clutch ID 8-3.  "
716,I,2007,Non,direct_release,2008,11-Jul-08,YES,shell,A,A99,,0,0,D,,FOUND DEAD NEAR RELEASE SITE (NEAR A99); MAKE HARDCOPY DATA SHEET 
717,I,2007,Non,direct_release,2007,3-Oct-07,NO,release,,,,33,51,H,,"2007 Hatchling, incubated and released.  From female 414, clutch ID 15-1."
718,I,2007,Non,direct_release,2007,3-Oct-07,NO,release,,,,48,58,H,,"2007 Hatchling, incubated and released.  From burrow A97, clutch ID 9-5; 12 MARG L & R; 2ND AND 3RD VERTEBRALS ARE SPLIT"
718,I,2007,Non,direct_release,2009,15-Jul-09,YES,trap,C,C-J13,,163,99,J,,"BURROW IS NEAR C74; 2007 HATCHLING FROM BURROW A97; SPINES FROM CACTUS IN UPPER PART OF LEFT FRONT LEG - REMOVED; 2ND & 3RD VERTEBRALS COMPLETELY SPLIT DIAGONALLY; EXTRA LEFT COSTAL; XTRA MARGINAL RIGHT SIDE; ID COULD BE MISTAKEN FOR 719 IF COUNT REAR RIGHT MARGINALS FROM FRONT; FORTUNATELY, 718 HAS SPLIT VERTEBRALS AS ADDITIONAL DISTINGUISHING FEATURE"
718,I,2007,Non,direct_release,2012,22-May-12,Yes,trap,C,C96,,594,154,S,,"Carapace--7 vertebral scutes, on Left side 5 costal scutes, 12 marginals on both sides. Plastron--has irregularities where umbilical scarring. Mistakenly labeled on tortoise 818 for photo, but photo is labeled correctly. "
719,I,2007,Non,direct_release,2007,3-Oct-07,NO,release,,,,41,53,H,,"2007 Hatchling, incubated and released.  From burrow A122, clutch ID 3-10."
720,I,2007,Non,direct_release,2007,3-Oct-07,NO,release,,,,40,55,H,,"2007 Hatchling, incubated and released.  From burrow A122, clutch ID 3-11."
720,I,2007,Non,direct_release,2010,10-Sep-10,yes,trap,C,C93,,450,137,S,,#500 scute reduced in size.
720,I,2007,Non,direct_release,2012,23-May-12,yes,trap,C,C94,,941,179,S,,"Transmitter attached: frequency 165.629, transmitter # 174318, iButton attached 14 June 2012. Mistakenly 820 on tortoise for photo but photo is labeled correctly. Caught at C94 but probably from C93. Another tortoise was seen at burrow C94 past capture and upon release 720 would not enter C94 but instead went to C93 and began digging."
720,I,2007,Non,direct_release,2012,22-Sep-12,yes,trap,C,C93,,1220,,S,,"Replace transmitter old # 174318, new # 177831 (freq 166.038).Cattracker # 7 added  (start recording Oct 1 2012). iButton added and reprogrammed (start oct 15 2012, every 120min) because previous was lost, new iButton # AA0000002E183621. Released 30 Sept 2012 @16:30."
720,I,2007,Non,direct_release,2013,26-May-13,yes,trap,C,C93,,1300,205,S,,"New transmitter 175794 freq 165.590. iButton AA0000002E183621 (old, reset). Several nails have discoloration."
721,I,2007,Non,direct_release,2007,3-Oct-07,NO,release,,,,39,55,H,,"2007 Hatchling, incubated and released.  From burrow A81, clutch ID 8-2."
722,I,2007,Non,direct_release,2007,3-Oct-07,NO,release,,,,37,53,H,,"2007 Hatchling, incubated and released.  From female 129, clutch ID 16-5."
723,I,2007,Non,direct_release,2007,3-Oct-07,NO,release,,,,37,50,H,,"2007 Hatchling, incubated and released.  From female 215, clutch ID 11-2."
723,I,2007,Non,direct_release,2008,1-Aug-08,YES,hand,A,A99  ,,72,73,J,,Healthy; DATA SHEET ALSO LISTS J1 & J3 LISTED UNDER BURROW NUMBER
726,I,2007,Non,direct_release,2007,3-Oct-07,NO,release,,,,30,47,H,,"2007 Hatchling, incubated and released.  From female 215, clutch ID 11-3."
727,I,2007,Non,direct_release,2007,3-Oct-07,NO,release,,,,27,46,H,,"2007 Hatchling, incubated and released.  From Mike Kennedy, clutch ID 1-4."
730,I,,Non,natural,2008,5-Jun-08,NO,trap,G,G24,,268,119,J,,"Annuli measured for growth rate.  Appeared healthy.  PCV=21%, TS=1.2; DON'T USE AGE ESTIMATES - BOTH AGES OF 3 & 6 LISTED ON DATA SHEET "
731,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,39,54,H,,HATCHED IN LAB; CLUTCH ID 4-1;
731,I,2009,Non,direct_release,2013,29-Jun-13,yes,trap,D,D34,,182,127,J,,Missing scales on front legs. Notches touched up. A fecal float was performed to look for intestinal parasites—pinworms found. Blood and nasal flush for mycoplasma.
732,I,,Non,natural,2008,10-Jun-08,NO,trap,G,G38,,306,126,J,,Annuli measured for growth rate;   Mistakenly given same ID as another tortoise (732).  THIS ANIMAL RETAINS 732 - OTHER ANIMAL REASSIGNED ID OF 772;  DO NOT USE AGE ESTIMATES; LISTS BOTH AGES 3 & 6 ON DATA SHEET
732,I,,Non,natural,2009,30-Sep-09,YES,trap,G,G30,,707,163,S,,"WPT 65 IN TRACEY'S GPS - WGS84, NAD83, ZONE 17R: 3504499, 0486562; WAS ANOTHER JUV (FROM SECTION E) THAT HAD SAME ID BUT WAS REMARKED TO BECOME 772; THIS JUV (FROM G) RETAINS ID732; MAKE SURE ALL RECORDS FOR INDIV 772 HAVE SAME ID ASSOCIATED WITH IT"
732,I,,Non,natural,2011,19-May-11,yes,trap,G,G30,,1016,191,S,,
733,I,,Non,natural,2009,7-Jul-09,,trap,D,D-J9,,1098,190,S,,"BURROW NEAR D20; EYES SLIGHTLY SUNKEN; 8TH R MARGINAL HAS CHIPPING; DATA SHEET MAY SAY ""733B"" BECAUSE ANOTHER TORTOISE FROM SECTION G HAD ID 733 BUT IT WAS ASSIGNED NEW ID OF 773; THIS TORTOISE RETAINS ORGINAL ID OF 733; "
734,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,36,51,H,,HATCHED IN LAB; CLUTCH ID 4-2; #1 AND #3 SCUTE MARKED
734,I,2009,Non,direct_release,2010,9-Sep-10,yes,trap,D,D26,,66,69,J,,carapace--paint on carapace indicates had clutch ID=4-2. Freshened marks; IN 2ND YEAR
734,I,2009,Non,direct_release,2011,15-Jun-11,Yes,trap,D,D32,,82,77,J,,
736,I,2005,headstart,headstart,2006,13-Jun-06,RELEASE,release,,N/A,new,88,76,J,,FROM GLYNN MIDDLE SCHOOL; HATCHED FALL 2005; RELEASED WITH TRANS #112556; FREQ 149.467; TRANSPONDER IN LEFT INGUINAL; ORIG ID WAS 6; REASSIGNED ID OF 736 IN OCT 2007 (NOT SURE WHY) 
736,I,2005,headstart,headstart,2007,6-Jun-07,YES,trap,C,NEW 13C,,107,83,J,,WT IS WITH RADIO; TRASMITTER REMOVED WITH DRIMMEL AND PULLED OFF;  ORIG ID WAS 6; REASSIGNED ID OF 736 IN OCT 2007 (NOT SURE WHY) 
736,I,2005,headstart,headstart,2007,8-Oct-07,Y (BUT NEW ID),trap,E,E17,,160,83,J,,WAS RELEASED IN 2006 AS #6 - WAS A 2005 YOY HEADSTARTED BY MIDDLE SCHOOL; NOT SURE WHY WAS ASSIGNED A NEW ID; AGED BY HOLLIS AND TERRY; PINK PAINT ON CARAPACE
736,I,2005,headstart,headstart,2008,16-Jun-08,YES,hand,E,E19,,208,106,J,,Annuli measured for growth rate.  Seemed very healthy; DO NOT USE AGE INFO - MORE THAN ONE ESTIMATE; HATCH YEAR RECORDED
736,I,2005,headstart,headstart,2010,8-Sep-10,yes,trap,E,E53,,629,159,S,,Carapace--notched scutes; pink/pale purple paint on center of 5th vertebral.
737,I,,Non,natural,2011,14-Jun-11,yes,trap,G,G41,,803,174,S,,Also in data as 737a. 
737,I,,Non,natural,2013,25-Jun-13,yes,trap,G,G68,,1762,223,S,,"Male, penis viewed during exam. Fecal float for intestinal parasites—pinworms and hookworms. Blood and nasal flush performed for mycoplasma"
739,I,,Non,natural,2008,14-Jul-08,,trap,C,C63,,496,143,S,,carapace--extra vertebral (6 total)
740,I,,Non,natural,2008,14-Jul-08,NEW,hand,A,Near A99,,40,57,H,,seems healthy and fat; NOT NOTCHED WHEN CAUGHT
741,I,,Non,natural,2008,15-Jul-08,,trap,D,D20,,622,156,S,,healthy
741,I,,Non,natural,2009,3-Jul-09,yes,trap,D,D20,,896,180,S,,SKIN FLAKY ON TOP OF HEAD AND VENTRAL NECK; CARAPACE HAS RAISED AREAS (HARDENED DIRT? BUT DIFFICULT TO SCRAPE OFF) ALONG COSTAL VERTEBRAL SUTURE BILATERALLY; PLASTRON WEARING THROUGHOUT. SUPERFICIAL PITTING ON LEFT 4TH SCUTE.
741,I,,Non,natural,2010,14-Sep-10,yes,trap,D,D25,NEW,1345,212,S,,AGE ESTIMATED BY TDT; AGE 8 = IN 8TH YR
741,I,,Non,natural,2013,8-Jul-13,YES,hand,E,E 45,,2560,253,A,,"Nail damage left front leg. Blood and nasal flush for mycoplasma. Fecal float for intestinal parasites—hookworms (avg 1 per 10x field), a couple pinworms."
742,I,,Non,natural,2008,15-Jul-08,,bucket,C,C46,,616,151,S,,healthy; WAS CAUGHT IN BUCKET TRAP THAT WAS MUCH LARGER THAN THE TORTOISE
742,I, ,Non,natural,2010,11-Sep-10,yes,trap,A,A131,,1446,203,S,,2003 YOY?
742,I,,Non,natural,2011,22-May-11,YES,hand,A,A131,,1489,205,S,,Integument on neck appears worn and pinkish seems to be thickened on the right side.
742,I,,Non,natural,2012,24-Jul-12,Yes,bucket,A,A131,,2100,239,A,,Also took photos of foot and integument. Skin has raw pink spots left and right rear legs and hardened scales missing from foot. Inner nail and medial nail broken and worn (left and right) worse on left than right. Sap on carapace and freshened notches.
743,I,,Non,natural,2008,16-Jul-08,,hand,C,near C72,,58,64,H,,healthy; MEASURED ANNULI
745,I,,Non,natural,2008,30-Jul-08,,trap,D,D12,,316,127,J,,sap like material on carapace. Seems healthy.
745,I,,Non,natural,2011,21-Jun-11,yes,trap,D,D13,,1100,193,S,,
746,I,,Non,natural,2008,30-Jul-08,,trap,D,D14,,132,92,J,,"vertebral has scar. Appears healthy; CHECK PHOTOS - DIAGRAM ON TURTLE SUGGESTS THAT #400 & #200 SCUTE MAY HAVE BEEN MARKED (MAKING IT 646) BUT ALSO WROTE 200 NEXT TO 300 SCUTE AS IF SAYING MARKED IT IN ""700"" SERIES "
746,I,,Non,natural,2009,26-Jun-09,,trap,D,D-J3,NEW,222,111,J,,SCAR ON 1ST VERTEBRAL
747,I,,Non,natural,2008,30-Jul-08,,hand,C,C-84,,64,69,J,,"Right and Left costals indented in middle. Right 5-7 marginals white (scarred?); BASED ON NOTATIONS NEAR BURROW #, LOOKS LIKE MAY HAVE BEEN CAPTURED AT JUVENILE BURROW NEAR C84 (RATHER THAN C84 ITSELF)"
748,I,,Non,natural,2008,30-Jul-08,,trap,A,A-69 (J-2),,454,139,S,,seems healthy.
749,I,,Non,natural,2008,30-Jul-08,,trap,A,A69 (J-1),,66,65,H,,
750,I,,Non,natural,2009,26-Jun-09,NO,hand,,,NEW,388,134,S,,FOUND ON STATE ROAD NORTH OF GREEN SEED POND; RELEASED WHERE? ANNULI WITH MULTIPLE INTERMITTENT FALSE ONES
750,I,,Non,natural,2009,30-Sep-09,YES,trap,G,G,OLD,484,142,S,,"WPT 52 IN TRACEY'S GPS - WGS 84, NAD83, ZONE 17R: 350547, 0486656; BONE SHOWING THROUGH ON REAR MOST MARGINAL AND SCUTE #500; PLASTRON FLAKY WITH SOME BONE SHOWING THROUGH; JUVENILE BURROW NEAR G56"
750,I,,Non,natural,2010,21-Jul-10,yes,trap,G,G63,old,560,144,S,,"INTEGUMENT -missing a scale on front left limb area is reddened, CARAPACE -mild keratin wear; flaking on caudal marginal scute, PLASTRON -mild keratin wear; lateral aspect of 2nd and 3rd left and right scutes are more grown out than the medial aspect"
750,I,,Non,natural,2011,20-May-11,YES,trap,G,G63,OLD,685,0,S,,"Carapace has a lot of keratin wear particularly on rear marginals. Plastron is greatly worn all over with areas of bone showing, possible superficial fungal infection a sample has been submitted for analysis. Integument of right front foot has a red bumb from a missing scale. Measurements not recorded, look at previous measurements for comparison."
751,I,,Non,natural,2009,29-Jun-09,,trap,D,D-J6,,247,107,J,,SCAR ON LEFT 3RD COSTAL SCUTE; MISSING 3/4 OF CENTER ANNULI.   PLASTRON HAS SUPERFICIAL PITTING ON RIGHT 3RD & 4TH ABDOMINALS
751,I,,Non,natural,2009,30-Sep-09,YES,trap,D,D, ,281,115,J,,"WPT 64 IN TRACEY'S GPS - WGS 84, NAD83, ZONE 17R: 3505572, 0486565; JUV BURROW NEAR D10; SCALES MISSING ON FRONT SIDE L FORELIMB"
756,I,,Non,natural,2009,29-Jun-09,,trap,D,D-J4,NEW,167,97,J,,PIT IN RIGHT INGUINAL AREA; LEFT NARE IS SLIGHTLY LARGER; MEDIAL ASPECTS OF ANNULI 0 ON 4TH ABDOMINAL SCUTES ARE INDENTED.
757,I,,Non,natural,2009,29-Jul-09,NO,trap,D,D-J7, ,50,62,H,,Healthy
758,I,,Non,natural,2009,29-Jun-09,,trap,D,D-J2,NEW,627,161,S,,"RED ULCERATION ON FRONT LEG AND SMALL AREA ON FRONT RIGHT LEG; 1ST RIGHT COSTAL CENTER ANNULI CHIPPED, 8TH LEFT MARGINAL CAUDAL CORNER IS CHIPPED, FLAKING ON CRANIAL MARGINAL SCUTES; PLASTRON IS PITTING IN THE CENTER OF 4TH ABDOMINALS BILATERAL FLAKINEESS ON LEFT 5TH ABDOMINAL."
759,I,,Non,natural,2009,2-Jul-09,,trap,C,C-J3,,55,62,H,,LEFT 4TH MARGINAL SCUTE INDENTED
760,I,,headstart,headstart,2009,28-Apr-09,RELEASE,release,E,,NEW,784,171,S,,"FROM GLYNN MIDDLE SCHOOL, QUARANTINED AT GSTC; MYCOPLASMA SEROLOGY NEGATIVE; RELEASED AT C42; AGE ESTIMATED BY T. NORTON"
760,I,,headstart,headstart,2009,3-Jul-09,YES,trap,C,C-J4,OLD,985,180,S,,NEAR BURROW C42;  WHITE SPOT ON CHIN; WTF - was this one held until it was older; 
760,M,,headstart,headstart,2010,14-Sep-10,yes,trap,C,C87,old,1514,208,A,,Slight concavity of plastron? Definitely male (showed penis).  Integument--white material on nails-possible fungal infection; flaky.
760,M,,headstart,headstart,2012,24-Jun-12,yes,trap,C,C100,old,2271,237,A,,"Transmitter attached: frequency 165.810, transmitter # 175796, iButton attached 28 June 2012. Weight with transmitter is 2.284kg. Showed penis (so definitely male). Difficult to age due to plastron flaking and wear. Flaking and discoloration of nails. "
760,M,,headstart,headstart,2012,26-Sep-12,yes,trap,C,C100,—,2573,,A,,add cattracker #1 (set to start on 1Oct 2012). iButton downloaded and reprogrammed (start 15 Oct 2012 @ 120min). Released 30 Sept 2012 @ 9:30.
760,M,,headstart,headstart,2013,23-May-13,yes,trap,C,C100,,2680,245,A,,"New transmitter 174311 freq 165.041. New iButton attached. Slight discoloration on carapace and flaky on rear marginals. Broken left rear outer most nail, slight bleeding so appears to be fresh. Looks to be forming concavity."
760,M,,headstart,headstart,2013,8-Jul-13,yes,trap,C,C109,,2680,252,A,,"Slight concavity. Slight brownish discharge in medial canthus of right eye. Nail tips broken on all four limbs. Plastron is worn. Fecal float performed for intestinal parasites—pinworms (average 2-3 per 10xfield), 6 hookworms (whole slide)."
761,I,,Non,natural,2009,8-Jul-09,,trap,C,C-J5,,158,91,J,,CARAPACE - INDENTED LINES ON 2ND & 3RD COSTALS BILATERALLY; FRONT LEFT LEG SMALL ABRASION ABOVE NAIL BED.
761,I,2007,Non,natural,2010,13-Sep-10,yes,trap,C,C88,,343,120,J,,"FIRST THOUGHT WAS 721 BUT IS ACTUALLY 761 - NEED TO RELABEL PHOTOS (BASED ON NOTES ON DATA SHEET SOUNDS LIKE TOOK FIRST SET OF PHOTOS & LABELED AS 721, BUT TOOK ANOTHER SET THAT RELABELED AS 761); ALSO TOOK PHOTOS OF ANNULI; "
